2R	10780000	11001	0.0000000825863	0.00000000000000307686	3.32361e-16	7.38524e-17	3.33876e-16	5.86756e-17	0.00000165966	3.13694e-16	0.000000101003	7.3472e-17	6.20236e-18	7.34915e-17	4.0666e-18	0.00000134238	2.09104e-17	0.000000000184067	7.28216e-20	5.34449e-19	9.58389e-20	0.000000147671	5.44299e-19	0.00000000000056192	7.29551e-20	8.72693e-22	0.0000000361859	4.54281e-20	0.00000000018409	9.55897e-20	0.000000150027	5.42182e-19	0.000000000000484797	0.0000000293393	2.87946e-20	0.999996	0.000000150958	0.000000000220362	0.000000912416	0.000000772192	0.0000000740196	0.0000000180935	0.0000000751975	0.0000000146702	0.999998	0.0000000756994	
2R	10780000	11002	0.0000000800742	0.00000000000000388364	0.0000000000000024081	2.7714e-16	0.00000000000000240292	3.4413e-16	0.00000187422	0.00000000000000295382	0.0000000977081	5.79333e-16	3.34237e-17	5.69855e-16	1.71108e-17	0.00000134747	1.40386e-16	0.0000000524961	3.17762e-17	3.66945e-16	4.92809e-17	0.000000847648	4.23922e-16	0.0000000000598017	3.14203e-17	2.45819e-19	0.000000112831	2.4542e-17	0.0000000524963	4.84849e-17	0.000000851806	4.16981e-16	0.0000000000904225	0.00000012979	1.26526e-17	0.999994	0.00000112866	0.000000079695	0.00000101719	0.000000771444	0.00000047632	0.0000000564755	0.0000004784	0.0000000649854	0.999997	0.000000644023	
2R	10780000	11003	0.000000098043	0.000000000000945649	0.00000000000050848	0.0000000000000553443	0.000000000000504328	0.000000000000100423	0.000180561	0.00000000000103656	0.0000000977468	0.00000000000000486066	4.56401e-17	8.82687e-16	3.78479e-17	0.00000137816	2.95509e-16	0.0000000525501	1.90288e-16	0.00000000000000191045	5.17053e-16	0.00000192367	0.00000000000000537444	0.0000000000559233	4.38749e-17	4.80993e-19	0.000000119013	4.97687e-17	0.000000052549	9.74891e-17	0.000000954217	9.69935e-16	0.000000000102695	0.000000147098	3.99483e-17	0.999813	0.0000014306	0.000000105088	0.0000903788	0.000000786825	0.00000101439	0.0000000595623	0.000000529658	0.0000000736518	0.999907	0.000000820387	
2R	10780000	11004	0.000113242	0.0000000000015629	0.000000000000483965	0.0000000000000984962	0.000000000958857	0.0000000000000307896	0.000000876846	0.000000000000171837	0.000113171	0.0000000000000745713	0.00000000000000413367	0.000000000211671	0.00000000000000110944	0.000000370827	0.00000000000000813615	0.000000138195	1.30273e-16	0.00000000000510495	7.97066e-17	0.000000115917	7.08513e-16	0.000000000146128	0.000000000000379082	4.06759e-19	0.0000000304635	3.77537e-17	0.000239534	0.000000000000231429	0.000184356	0.00000000000206281	0.000000000121137	0.0000000111665	1.01646e-17	0.999348	0.0000000427869	0.000000115017	0.000113681	0.000113357	0.000000196157	0.0000000153781	0.000331712	0.00000000570453	0.999441	0.000000136412	
2R	10780000	11005	0.0000580159	0.000000000000791759	0.00000000000234794	0.000000000000220211	0.0000000045808	0.0000000000000841305	0.000000475013	0.000000000000795036	0.0000579511	0.000000000000426855	0.0000000000000211442	0.000000000849277	0.0000000000000034169	0.000000187396	0.0000000000000311322	0.0000881082	0.0000000000000962148	0.00000000245366	0.0000000000000450541	0.000000495824	0.000000000000434819	0.0000000879694	0.000000000173999	2.16192e-16	0.0000000528764	0.0000000000000213888	0.121097	0.0000000000898629	0.000918512	0.000000000868795	0.0000000579148	0.0000000212245	0.00000000000000333931	0.877721	0.000000188202	0.0000579731	0.0000582557	0.0000580452	0.0000883574	0.000000114495	0.121556	0.000000068572	0.878181	0.0000580677	
2R	10780000	11006	0.999979	0.00000269846	0.00000432997	0.000000724375	0.00000432981	0.000000437307	0.00000569533	0.00000198	0.00000014338	0.000000000000122326	0.0000000000000134575	0.000000000000122325	0.0000000000000113752	0.000000000000126166	0.000000000000084417	0.000000155372	0.0000000000000215294	0.000000000000170557	0.0000000000000171643	0.000000000000192437	0.000000000000113428	0.0000000123264	0.000000000000021529	1.46391e-16	0.0000000000000250877	0.0000000000000126147	0.000000155372	0.0000000000000171638	0.000000000000192435	0.000000000000113426	0.0000000121308	0.0000000000000192712	0.0000000000000108531	0.000000145676	0.000000000000120088	0.000000142875	0.999989	0.00000149261	0.00000232035	0.000000374514	0.00000232027	0.000000230785	0.00000299334	0.00000113287	
2R	10780000	11007	0.0000000801145	0.00000000000000402394	0.00000000000000249441	2.95169e-16	0.00000000000000248952	3.69301e-16	0.00000190814	0.00000000000000307045	0.0000000977065	5.92012e-16	3.52442e-17	5.83306e-16	1.78444e-17	0.00000133344	1.42147e-16	0.0000000524927	3.36674e-17	3.76821e-16	5.22588e-17	0.000000847686	4.35373e-16	0.0000000000618858	3.33277e-17	2.60309e-19	0.000000115767	2.60211e-17	0.000000052493	5.15007e-17	0.000000850942	4.28974e-16	0.0000000000935899	0.000000134859	1.33082e-17	0.999994	0.00000114089	0.000000079702	0.00000103419	0.000000764425	0.000000476336	0.0000000579452	0.000000477964	0.000000067523	0.999997	0.000000650146	
2R	10780000	11008	0.0000000799635	0.00000000000000500059	0.00000000000000293352	3.88842e-16	0.00000000000000292874	5.07158e-16	0.00000206538	0.00000000000000378398	0.0000000977068	5.61558e-16	3.79964e-17	5.51636e-16	2.3035e-17	0.00000135094	1.55646e-16	0.0000000525084	3.4549e-17	3.48275e-16	5.47455e-17	0.00000085694	4.05293e-16	0.0000000000687107	3.41199e-17	2.82763e-19	0.000000128402	2.73985e-17	0.0000000525087	5.37972e-17	0.000000861236	3.9808e-16	0.000000000103898	0.000000147111	1.65249e-17	0.999994	0.00000110417	0.0000000796755	0.00000111265	0.000000773177	0.000000480978	0.0000000642695	0.000000483127	0.0000000736596	0.999997	0.000000631759	
2R	10780000	11009	0.99999	0.00000148501	0.00000063321	0.000000262891	0.000000750682	0.0000001425	0.00000561627	0.000000274186	0.000000080487	7.62325e-16	1.17674e-16	0.00000000000000142347	1.21677e-16	0.0000000000000509184	5.47017e-16	0.000000000426319	2.07536e-18	1.97172e-17	2.45625e-18	0.0000000000000126899	1.04878e-17	0.000000000237281	3.83784e-18	1.04101e-19	0.00000000000000523934	1.59185e-18	0.000000000476576	4.13398e-18	0.000000000000017546	1.78646e-17	0.000000000234989	0.00000000000000376476	1.50277e-18	0.000000118585	0.00000000000000929327	0.000000000461312	0.999995	0.00000082299	0.000000317032	0.000000131683	0.000000375818	0.0000000714848	0.00000292672	0.000000137554	
2R	10780000	11010	0.0000580173	0.000000000000433107	0.00000000000154942	0.000000000000148146	0.00000000297983	0.0000000000000511183	0.000000336344	0.000000000000433095	0.0000579511	0.000000000000443982	0.0000000000000243387	0.000000000898952	0.00000000000000427648	0.000000188613	0.0000000000000353341	0.0000881179	0.000000000000107626	0.00000000257512	0.0000000000000508554	0.000000500145	0.000000000000451479	0.0000000953413	0.000000000197235	2.50488e-16	0.0000000569587	0.0000000000000245014	0.121093	0.000000000103163	0.000927726	0.000000000917664	0.0000000627695	0.0000000232318	0.00000000000000412486	0.877716	0.000000189214	0.0000579744	0.0000581869	0.0000580459	0.0000883692	0.000000123919	0.121557	0.000000074437	0.87818	0.0000580695	
